GXRA_DTEX_50_13,3.52 ,3.59 ,3.70 ,3.93 ,3.64 ,3.70 ,3.31 ,3.41 ,3.02 ,2.95 ,2.31 ,1.64 ,1.42 ,1.24 ,,,,,,,
GXRA_DTEX_50_14,3.02 ,2.84 ,3.31 ,3.16 ,3.13 ,2.99 ,2.77 ,2.29 ,2.31 ,1.85 ,1.42 ,1.28 ,0.96 ,0.60 ,,,,,,,
GXRA_DTEX_50_15,2.67 ,3.27 ,3.34 ,3.13 ,3.34 ,2.81 ,3.16 ,2.20 ,1.78 ,1.53 ,1.42 ,,,,,,,,,,
GXRA_DTEX_50_16,2.99 ,2.92 ,2.84 ,3.16 ,2.95 ,2.84 ,2.56 ,2.70 ,2.38 ,2.52 ,2.63 ,2.24 ,2.17 ,1.78 ,,,,,,,
GXRA_DTEX_50_17,2.74 ,2.79 ,2.84 ,2.70 ,2.70 ,2.88 ,2.63 ,2.60 ,2.35 ,2.45 ,1.85 ,1.39 ,1.49 ,1.00 ,0.71 ,,,,,,
GXRA_DTEX_50_18,2.84 ,3.09 ,3.34 ,3.48 ,2.88 ,2.95 ,3.02 ,3.13 ,2.81 ,2.45 ,2.10 ,1.85 ,1.60 ,1.07 ,1.42 ,1.24 ,1.07 ,,,,
GXRA_DTEX_50_19,2.77 ,3.24 ,3.02 ,3.02 ,2.67 ,2.60 ,2.29 ,2.28 ,2.31 ,3.15 ,1.85 ,2.04 ,2.20 ,2.31 ,0.92 ,1.28 ,,,,,
GXRA_DTEX_50_20,3.79 ,4.41 ,4.14 ,4.27 ,3.95 ,3.91 ,3.38 ,3.15 ,2.67 ,2.29 ,1.69 ,1.28 ,,,,,,,,,
GXRA_DTEX_50_21,3.41 ,3.70 ,4.27 ,3.75 ,3.64 ,3.84 ,3.13 ,2.90 ,2.52 ,2.42 ,1.88 ,1.99 ,1.17 ,,,,,,,,
GXRA_DTEX_50_22,2.28 ,2.38 ,2.38 ,2.52 ,2.51 ,2.63 ,2.38 ,2.40 ,2.42 ,2.24 ,1.96 ,2.68 ,1.85 ,1.72 ,,,,,,,
GXRA_DTEX_50_23,2.84 ,2.95 ,3.16 ,3.22 ,3.41 ,2.99 ,2.49 ,2.13 ,1.67 ,1.53 ,1.23 ,1.28 ,,,,,,,,,
GXRA_DTEX_50_24,3.02 ,2.92 ,2.88 ,2.92 ,2.81 ,2.76 ,2.52 ,2.88 ,2.06 ,1.69 ,1.74 ,1.56 ,1.28 ,,,,,,,,
GXRA_DTEX_50_25,3.66 ,3.38 ,3.31 ,3.06 ,3.13 ,2.70 ,3.09 ,2.49 ,2.81 ,1.53 ,1.14 ,,,,,,,,,,
GXRA_DTEX_50_26,2.60 ,3.38 ,2.84 ,2.76 ,2.88 ,2.63 ,2.49 ,1.97 ,2.20 ,1.85 ,1.69 ,1.26 ,1.24 ,0.96 ,0.94 ,,,,,,
GXRA_DTEX_50_27,2.77 ,3.09 ,3.45 ,3.20 ,3.22 ,2.84 ,2.60 ,2.13 ,1.74 ,1.53 ,1.28 ,,,,,,,,,,
GXRA_DTEX_50_28,3.02 ,3.06 ,3.04 ,2.95 ,3.09 ,2.77 ,2.88 ,2.52 ,2.38 ,1.92 ,1.60 ,1.24 ,1.07 ,,,,,,,,
GXRA_DTEX_50_29,3.40 ,2.99 ,3.45 ,3.38 ,3.34 ,3.27 ,3.13 ,2.95 ,2.88 ,2.38 ,2.03 ,,,,,,,,,,
GXRA_DTEX_50_30,2.81 ,3.63 ,3.41 ,3.48 ,3.66 ,4.27 ,2.84 ,3.88 ,2.13 ,1.60 ,,,,,,,,,,,
GXRA_DTEX_50_31,3.56 ,3.06 ,2.88 ,2.88 ,2.52 ,2.52 ,2.20 ,2.20 ,1.67 ,1.60 ,1.49 ,1.21 ,1.10 ,,,,,,,,
GXRA_DTEX_50_32,2.56 ,3.45 ,3.25 ,3.41 ,3.24 ,3.24 ,3.38 ,3.41 ,2.52 ,1.42 ,,,,,,,,,,,
GXRA_DTEX_50_33,3.38 ,3.34 ,3.31 ,2.77 ,2.81 ,2.56 ,2.52 ,2.31 ,2.28 ,1.88 ,1.64 ,1.46 ,1.39 ,1.21 ,,,,,,,
GXRA_DTEX_50_34,2.52 ,2.92 ,2.99 ,2.88 ,2.99 ,2.60 ,2.77 ,2.52 ,2.42 ,2.06 ,1.78 ,1.64 ,1.60 ,1.32 ,1.42 ,,,,,,
GXRA_DTEX_50_35,3.09 ,3.02 ,2.84 ,2.92 ,2.74 ,3.16 ,2.79 ,2.99 ,2.63 ,2.52 ,2.31 ,1.53 ,1.32 ,1.42 ,,,,,,,
GXRA_DTEX_50_36,2.88 ,3.45 ,3.41 ,3.34 ,2.92 ,2.99 ,2.56 ,2.56 ,2.38 ,2.24 ,1.81 ,1.64 ,1.60 ,1.49 ,1.03 ,,,,,,
GXRA_DTEX_50_37,2.49 ,2.99 ,2.84 ,2.92 ,2.81 ,2.84 ,2.70 ,2.52 ,2.56 ,1.88 ,1.32 ,1.03 ,,,,,,,,,
GXRA_DTEX_50_38,3.84 ,3.48 ,3.84 ,3.24 ,3.45 ,3.02 ,2.99 ,2.24 ,1.74 ,1.71 ,1.17 ,1.03 ,0.96 ,0.89 ,,,,,,,
GXRA_DTEX_50_39,2.49 ,2.99 ,3.16 ,3.34 ,2.99 ,3.16 ,2.95 ,2.74 ,2.28 ,1.96 ,1.56 ,1.23 ,0.80 ,,,,,,,,
GXRA_DTEX_50_40,3.52 ,3.70 ,3.24 ,3.24 ,2.77 ,2.74 ,2.13 ,1.99 ,1.60 ,1.49 ,1.32 ,1.21 ,0.78 ,,,,,,,,
GXRA_DTEX_50_41,3.52 ,3.77 ,3.88 ,3.95 ,3.95 ,3.16 ,3.24 ,2.56 ,2.38 ,2.13 ,1.74 ,1.64 ,1.85 ,,,,,,,,
GXRA_DTEX_50_42,4.52 ,4.80 ,4.52 ,4.16 ,4.66 ,2.24 ,2.95 ,1.88 ,2.17 ,1.28 ,0.89 ,1.32 ,,,,,,,,,
GXRA_DTEX_50_43,3.29 ,3.48 ,3.45 ,3.34 ,3.06 ,3.16 ,2.84 ,2.70 ,1.81 ,1.71 ,1.46 ,,,,,,,,,,
GXRA_DTEX_50_44,2.74 ,2.56 ,2.77 ,2.77 ,2.84 ,2.70 ,3.13 ,2.63 ,1.85 ,1.24 ,0.89 ,,,,,,,,,,
GXRA_DTEX_50_45,2.56 ,3.06 ,3.32 ,3.16 ,2.90 ,2.72 ,2.72 ,2.42 ,2.74 ,2.31 ,2.06 ,1.60 ,1.49 ,,,,,,,,
GXRA_DTEX_50_46,2.81 ,3.73 ,3.59 ,3.34 ,3.31 ,3.09 ,2.72 ,2.56 ,2.38 ,2.35 ,1.78 ,1.53 ,1.24 ,1.10 ,0.96 ,0.96 ,0.96 ,0.96 ,,,
GXRA_DTEX_50_47,2.45 ,2.60 ,2.58 ,2.56 ,2.56 ,2.74 ,2.84 ,2.81 ,2.67 ,2.77 ,2.35 ,2.10 ,1.67 ,1.32 ,,,,,,,
GXRA_DTEX_50_48,2.95 ,2.81 ,3.38 ,3.16 ,3.63 ,3.56 ,2.84 ,2.74 ,2.42 ,2.10 ,2.03 ,1.46 ,1.07 ,,,,,,,,
GXRA_DTEX_50_49,3.06 ,4.20 ,3.41 ,3.88 ,3.41 ,3.66 ,3.13 ,3.45 ,3.13 ,3.45 ,3.13 ,2.74 ,2.35 ,2.31 ,1.81 ,,,,,,
GXRA_DTEX_50_50,2.52 ,3.16 ,3.31 ,3.16 ,2.88 ,2.81 ,2.63 ,2.60 ,2.28 ,1.85 ,1.56 ,1.35 ,1.10 ,0.82 ,,,,,,,
GXRA_DTEX_50_51,2.88 ,3.73 ,2.63 ,3.52 ,3.95 ,3.31 ,3.41 ,2.92 ,1.85 ,2.38 ,1.85 ,1.35 ,,,,,,,,,
GXRA_DTEX_50_52,3.02 ,3.06 ,3.06 ,3.56 ,3.13 ,3.20 ,2.31 ,2.13 ,1.67 ,1.24 ,,,,,,,,,,,
GXRA_DTEX_50_53,2.67 ,2.84 ,2.99 ,2.88 ,2.92 ,2.90 ,2.74 ,2.95 ,2.74 ,2.52 ,2.03 ,1.60 ,1.28 ,1.24 ,0.89 ,,,,,,
GXRA_DTEX_50_54,2.31 ,2.10 ,2.31 ,2.17 ,2.45 ,2.35 ,2.42 ,2.24 ,2.28 ,2.10 ,1.92 ,1.78 ,1.67 ,1.28 ,1.07 ,0.60 ,,,,,
GXRA_DTEX_50_55,3.31 ,3.77 ,3.41 ,3.56 ,3.20 ,3.24 ,2.74 ,2.24 ,1.78 ,1.67 ,1.81 ,,,,,,,,,,
GXRA_DTEX_50_56,3.66 ,3.80 ,3.98 ,3.73 ,3.66 ,3.88 ,3.31 ,2.88 ,1.21 ,2.24 ,2.13 ,1.81 ,1.24 ,0.78 ,,,,,,,
GXRA_DTEX_50_57,2.88 ,3.56 ,3.91 ,3.88 ,3.70 ,3.73 ,3.27 ,3.34 ,2.81 ,2.63 ,2.74 ,2.60 ,1.96 ,1.74 ,,,,,,,
GXRA_DTEX_50_58,2.58 ,2.99 ,2.92 ,2.95 ,3.06 ,2.99 ,2.90 ,3.15 ,2.60 ,2.67 ,2.20 ,1.96 ,1.49 ,1.32 ,1.03 ,0.82 ,,,,,
GXRA_DTEX_50_59,2.10 ,2.88 ,3.63 ,4.02 ,3.73 ,3.63 ,4.55 ,3.31 ,2.67 ,1.96 ,1.71 ,1.35 ,1.07 ,0.57 ,,,,,,,
GXRA_DTEX_50_60,2.81 ,2.52 ,2.52 ,2.67 ,2.60 ,2.49 ,2.31 ,2.20 ,1.96 ,1.64 ,1.35 ,1.17 ,1.53 ,1.10 ,0.71 ,,,,,,
GXRA_DTEX_50_61,3.16 ,3.31 ,3.24 ,3.06 ,2.99 ,2.99 ,2.74 ,2.95 ,2.38 ,,,,,,,,,,,,
GXRA_DTEX_50_62,2.77 ,2.99 ,2.58 ,2.52 ,2.40 ,2.36 ,2.61 ,2.63 ,2.45 ,2.13 ,1.90 ,1.53 ,1.37 ,1.19 ,0.89 ,1.01 ,,,,,
GXRA_DTEX_50_63,2.63 ,2.74 ,2.97 ,2.99 ,3.00 ,2.88 ,2.36 ,2.63 ,2.42 ,2.24 ,1.85 ,1.71 ,1.16 ,,,,,,,,
GXRA_DTEX_50_64,3.27 ,3.56 ,3.24 ,3.38 ,3.06 ,2.88 ,2.67 ,2.49 ,2.28 ,1.97 ,1.76 ,1.49 ,1.21 ,1.16 ,1.07 ,,,,,,
GXRA_DTEX_50_65,2.72 ,2.77 ,2.68 ,2.65 ,2.68 ,2.49 ,2.38 ,2.49 ,2.06 ,2.19 ,1.74 ,1.49 ,1.40 ,1.21 ,0.89 ,,,,,,
GXRA_DTEX_50_66,2.06 ,2.38 ,2.47 ,2.42 ,2.19 ,2.08 ,1.97 ,1.87 ,1.74 ,1.55 ,1.35 ,1.26 ,1.14 ,1.12 ,1.21 ,,,,,,
GXRA_DTEX_50_67,3.06 ,2.63 ,2.92 ,2.84 ,2.84 ,2.92 ,3.09 ,2.56 ,2.35 ,2.06 ,1.64 ,1.07 ,,,,,,,,,
GXRA_DTEX_50_68,2.49 ,2.77 ,2.92 ,2.56 ,2.31 ,1.85 ,1.74 ,1.46 ,1.39 ,1.21 ,1.24 ,1.10 ,0.96 ,,,,,,,,
GXRA_DTEX_50_69,2.60 ,2.77 ,2.52 ,2.49 ,2.45 ,2.03 ,1.74 ,1.39 ,1.03 ,1.00 ,0.82 ,,,,,,,,,,
GXRA_DTEX_50_70,2.56 ,2.45 ,2.74 ,2.77 ,2.28 ,2.88 ,2.17 ,1.60 ,1.53 ,1.49 ,1.14 ,1.39 ,0.92 ,1.07 ,,,,,,,
GXRA_DTEX_50_71,2.79 ,3.45 ,3.59 ,3.63 ,2.60 ,1.21 ,1.78 ,2.52 ,2.95 ,0.85 ,,,,,,,,,,,
GXRA_DTEX_50_72,2.38 ,2.56 ,2.13 ,2.42 ,1.92 ,2.13 ,1.81 ,1.67 ,1.28 ,1.32 ,0.78 ,,,,,,,,,,
GXRA_DTEX_50_73,4.02 ,3.56 ,3.63 ,3.73 ,2.99 ,3.20 ,2.92 ,2.92 ,2.45 ,1.99 ,1.67 ,1.74 ,1.56 ,1.71 ,1.07 ,1.39 ,,,,,
GXRA_DTEX_50_74,2.81 ,3.27 ,2.99 ,3.16 ,2.95 ,3.06 ,2.63 ,2.17 ,1.56 ,1.49 ,1.17 ,0.78 ,0.28 ,,,,,,,,
GXRA_DTEX_50_75,2.77 ,2.74 ,2.84 ,2.56 ,2.35 ,2.03 ,1.88 ,1.67 ,1.60 ,1.35 ,1.32 ,0.82 ,,,,,,,,,
GXRA_DTEX_50_76,2.63 ,2.63 ,3.16 ,3.31 ,3.16 ,2.95 ,3.48 ,2.28 ,2.56 ,1.85 ,1.42 ,1.53 ,1.32 ,0.89 ,,,,,,,
GXRA_DTEX_50_77,2.31 ,2.74 ,3.20 ,2.95 ,2.92 ,2.42 ,2.38 ,1.78 ,1.46 ,1.28 ,0.53 ,,,,,,,,,,
GXRA_DTEX_50_78,2.38 ,2.70 ,2.70 ,2.49 ,2.42 ,2.06 ,2.20 ,1.74 ,1.67 ,1.35 ,1.35 ,1.32 ,1.07 ,0.64 ,,,,,,,
GXRA_DTEX_50_79,3.02 ,2.70 ,3.06 ,2.42 ,2.67 ,2.38 ,2.40 ,1.71 ,1.92 ,1.42 ,1.39 ,,,,,,,,,,
GXRA_DTEX_50_80,3.34 ,2.81 ,3.02 ,2.92 ,2.67 ,2.74 ,2.67 ,2.13 ,1.92 ,1.53 ,1.28 ,0.96 ,0.68 ,,,,,,,,
GXRA_DTEX_50_81,2.10 ,3.13 ,2.38 ,1.00 ,2.67 ,1.81 ,1.32 ,0.89 ,1.39 ,0.71 ,,,,,,,,,,,
GXRA_DTEX_50_82,3.80 ,2.56 ,2.54 ,2.45 ,2.49 ,2.20 ,2.45 ,1.92 ,1.85 ,1.24 ,0.82 ,0.89 ,1.49 ,,,,,,,,
GXRA_DTEX_50_83,3.09 ,3.09 ,3.13 ,2.60 ,2.63 ,2.13 ,2.17 ,1.35 ,1.42 ,1.10 ,0.71 ,0.71 ,,,,,,,,,
GXRA_DTEX_50_84,3.88 ,3.27 ,2.92 ,2.88 ,2.31 ,2.13 ,1.49 ,1.21 ,0.92 ,,,,,,,,,,,,
GXRA_DTEX_50_85,2.92 ,2.88 ,3.20 ,2.77 ,2.77 ,2.67 ,2.31 ,2.10 ,1.99 ,1.78 ,1.46 ,1.10 ,1.60 ,1.12 ,1.07 ,0.75 ,,,,,
GXRA_DTEX_50_86,2.88 ,3.11 ,3.16 ,2.67 ,2.42 ,1.64 ,1.81 ,1.64 ,1.64 ,1.14 ,0.71 ,,,,,,,,,,
GXRA_DTEX_50_87,2.88 ,2.56 ,2.81 ,2.28 ,2.52 ,2.20 ,1.88 ,1.92 ,2.03 ,1.56 ,1.78 ,1.53 ,1.60 ,1.32 ,1.28 ,0.96 ,0.78 ,,,,
GXRA_DTEX_50_88,1.88 ,1.99 ,1.92 ,1.99 ,1.92 ,1.78 ,1.67 ,1.60 ,1.67 ,1.42 ,1.42 ,1.17 ,1.07 ,1.00 ,,,,,,,
GXRA_DTEX_50_89,1.96 ,2.38 ,2.20 ,2.28 ,2.45 ,2.56 ,2.19 ,1.99 ,1.67 ,1.49 ,1.14 ,0.92 ,0.82 ,1.00 ,,,,,,,
GXRA_DTEX_50_90,2.74 ,2.88 ,2.81 ,2.77 ,2.42 ,2.56 ,2.13 ,2.17 ,2.06 ,2.03 ,1.67 ,1.56 ,1.32 ,1.07 ,0.78 ,0.43 ,,,,,
GXRA_DTEX_50_91,2.38 ,2.42 ,2.28 ,2.20 ,2.20 ,2.10 ,1.96 ,1.78 ,1.56 ,1.74 ,1.60 ,1.39 ,1.35 ,1.14 ,,,,,,,
GXRA_DTEX_50_92,3.41 ,3.38 ,2.95 ,2.74 ,2.56 ,2.24 ,2.03 ,2.06 ,1.24 ,1.21 ,1.03 ,1.03 ,0.96 ,1.00 ,,,,,,,
GXRA_DTEX_50_93,2.81 ,2.31 ,2.60 ,2.35 ,2.70 ,2.38 ,3.16 ,2.28 ,2.28 ,2.31 ,1.78 ,1.81 ,1.39 ,1.46 ,1.03 ,,,,,,
GXRA_DTEX_50_94,2.42 ,2.49 ,2.38 ,2.35 ,2.24 ,2.10 ,2.06 ,1.78 ,1.78 ,1.46 ,1.81 ,1.39 ,1.17 ,1.07 ,0.92 ,0.89 ,,,,,
GXRA_DTEX_50_95,1.96 ,2.49 ,2.52 ,2.24 ,2.03 ,1.74 ,1.49 ,1.42 ,1.17 ,1.10 ,0.96 ,0.85 ,0.71 ,0.50 ,,,,,,,
GXRA_DTEX_50_96,2.74 ,2.52 ,2.92 ,2.84 ,3.77 ,2.95 ,2.60 ,2.77 ,2.10 ,2.92 ,2.20 ,1.53 ,,,,,,,,,
GXRA_DTEX_50_97,2.99 ,2.74 ,2.28 ,2.42 ,2.24 ,2.42 ,1.88 ,2.20 ,1.78 ,1.88 ,1.53 ,1.49 ,1.35 ,1.60 ,,,,,,,
GXRA_DTEX_50_98,2.81 ,2.81 ,2.63 ,1.85 ,2.24 ,2.10 ,1.99 ,1.85 ,1.71 ,1.60 ,1.60 ,1.53 ,1.42 ,1.60 ,,,,,,,
GXRA_DTEX_50_99,4.62 ,2.60 ,2.81 ,2.74 ,2.56 ,2.31 ,2.10 ,1.71 ,1.85 ,1.49 ,1.74 ,0.92 ,1.28 ,,,,,,,,
GXRA_DTEX_50_100,2.56 ,2.81 ,2.95 ,2.88 ,2.84 ,2.31 ,2.74 ,2.38 ,2.42 ,2.17 ,1.88 ,1.60 ,1.56 ,1.21 ,1.07 ,0.89 ,0.53 ,,,,
GXRA_DTEX_50_101,2.56 ,2.49 ,2.81 ,2.45 ,2.74 ,2.67 ,2.84 ,2.52 ,2.56 ,2.06 ,2.35 ,2.10 ,1.60 ,1.99 ,1.85 ,1.39 ,1.03 ,0.71 ,0.57 ,,
GXRA_DTEX_50_102,1.96 ,2.17 ,2.42 ,2.52 ,2.49 ,2.35 ,2.38 ,2.49 ,1.85 ,1.42 ,1.24 ,0.92 ,0.89 ,0.60 ,,,,,,,
GXRA_DTEX_50_103,3.48 ,3.73 ,3.80 ,3.77 ,3.73 ,3.27 ,2.84 ,2.31 ,1.99 ,1.60 ,1.35 ,1.10 ,,,,,,,,,
GXRA_DTEX_50_104,2.13 ,2.06 ,2.17 ,2.10 ,2.10 ,2.03 ,2.03 ,1.85 ,1.81 ,1.78 ,1.49 ,1.21 ,0.89 ,0.78 ,,,,,,,
GXRA_DTEX_50_105,1.81 ,2.35 ,2.13 ,1.74 ,1.85 ,2.06 ,1.60 ,1.60 ,1.32 ,1.35 ,1.00 ,1.28 ,1.07 ,1.10 ,0.92 ,1.03 ,,,,,
GXRA_DTEX_50_106,2.03 ,2.31 ,2.77 ,2.52 ,2.67 ,2.31 ,2.38 ,2.13 ,1.74 ,1.32 ,1.14 ,0.92 ,0.82 ,0.75 ,0.85 ,,,,,,
GXRA_DTEX_50_107,2.56 ,2.28 ,2.92 ,2.52 ,2.70 ,2.45 ,2.42 ,2.10 ,2.06 ,1.96 ,1.88 ,1.53 ,1.53 ,1.21 ,0.78 ,,,,,,
GXRA_DTEX_50_108,4.55 ,4.23 ,3.56 ,3.59 ,3.16 ,3.16 ,2.20 ,2.03 ,1.71 ,1.71 ,1.35 ,1.49 ,1.07 ,,,,,,,,
GXRA_DTEX_50_109,2.84 ,3.16 ,3.41 ,3.41 ,3.20 ,3.02 ,3.02 ,2.70 ,2.38 ,1.88 ,1.67 ,1.42 ,1.32 ,1.03 ,0.78 ,0.43 ,,,,,
GXRA_DTEX_50_110,1.53 ,1.99 ,2.20 ,2.49 ,2.52 ,2.45 ,2.38 ,2.28 ,2.17 ,1.85 ,1.60 ,1.39 ,1.21 ,1.10 ,0.96 ,0.89 ,0.75 ,0.60 ,,,
GXRA_DTEX_50_111,2.20 ,2.92 ,3.41 ,3.41 ,3.56 ,3.27 ,3.27 ,2.92 ,2.81 ,2.03 ,1.14 ,,,,,,,,,,
GXRA_DTEX_50_112,4.02 ,3.88 ,3.98 ,3.41 ,3.73 ,3.70 ,3.45 ,2.99 ,2.31 ,1.67 ,1.46 ,1.03 ,0.68 ,0.43 ,,,,,,,
GXRA_DTEX_50_113,2.13 ,2.67 ,2.99 ,3.02 ,3.16 ,3.09 ,2.70 ,2.13 ,1.78 ,1.42 ,1.03 ,,,,,,,,,,
GXRA_DTEX_50_114,1.96 ,1.96 ,2.20 ,1.81 ,2.10 ,1.74 ,1.81 ,2.31 ,1.53 ,1.21 ,0.68 ,,,,,,,,,,
GXRA_DTEX_50_115,2.13 ,2.74 ,2.67 ,2.99 ,2.49 ,3.06 ,1.99 ,2.60 ,2.52 ,1.56 ,1.07 ,0.89 ,,,,,,,,,
GXRA_DTEX_50_116,3.09 ,3.45 ,2.88 ,3.13 ,3.13 ,2.88 ,3.06 ,2.49 ,2.52 ,2.03 ,1.67 ,1.14 ,1.28 ,1.03 ,1.10 ,1.03 ,,,,,
GXRA_DTEX_50_117,2.35 ,2.38 ,2.52 ,2.52 ,2.35 ,2.13 ,1.96 ,1.81 ,1.53 ,1.35 ,1.14 ,1.00 ,0.96 ,0.85 ,0.78 ,0.78 ,0.82 ,0.85 ,0.53 ,,
GXRA_DTEX_50_118,1.96 ,2.20 ,2.49 ,2.63 ,2.70 ,2.63 ,2.38 ,1.88 ,1.39 ,1.14 ,0.92 ,0.75 ,,,,,,,,,
GXRA_DTEX_50_119,2.45 ,2.31 ,2.74 ,2.31 ,2.74 ,2.31 ,2.49 ,2.20 ,2.13 ,2.03 ,1.88 ,1.53 ,0.82 ,1.10 ,1.07 ,1.10 ,,,,,
GXRA_DTEX_50_120,4.05 ,2.67 ,2.67 ,2.88 ,2.31 ,2.45 ,1.99 ,2.10 ,1.67 ,1.60 ,1.10 ,1.07 ,0.75 ,0.71 ,,,,,,,
GXRA_DTEX_50_121,2.70 ,2.67 ,3.09 ,2.77 ,3.02 ,2.31 ,2.38 ,2.28 ,2.20 ,1.60 ,1.64 ,1.39 ,1.49 ,1.21 ,1.24 ,,,,,,
GXRA_DTEX_50_122,1.99 ,2.17 ,2.88 ,2.70 ,3.20 ,2.88 ,2.92 ,2.70 ,2.77 ,2.38 ,2.10 ,1.39 ,1.42 ,1.03 ,0.96 ,,,,,,
GXRA_DTEX_50_123,2.99 ,3.06 ,2.81 ,2.74 ,2.45 ,2.28 ,1.99 ,1.78 ,1.60 ,1.49 ,1.32 ,1.14 ,1.03 ,0.60 ,0.36 ,,,,,,
GXRA_DTEX_50_124,3.24 ,2.99 ,3.06 ,2.95 ,2.74 ,2.63 ,2.45 ,2.35 ,2.13 ,1.99 ,1.78 ,1.42 ,1.21 ,1.10 ,0.82 ,,,,,,
GXRA_DTEX_50_125,2.10 ,2.84 ,2.81 ,2.84 ,2.67 ,2.67 ,2.45 ,2.24 ,2.17 ,2.10 ,1.67 ,1.35 ,1.10 ,0.82 ,,,,,,,
GXRA_DTEX_50_126,2.13 ,2.24 ,2.24 ,2.31 ,2.24 ,2.13 ,1.96 ,1.81 ,1.60 ,1.49 ,1.53 ,1.21 ,1.10 ,1.03 ,0.89 ,,,,,,
GXRA_DTEX_50_127,2.67 ,2.63 ,2.74 ,2.45 ,2.17 ,1.88 ,1.60 ,1.49 ,1.24 ,1.07 ,0.89 ,0.75 ,0.50 ,,,,,,,,
GXRA_DTEX_50_128,2.56 ,2.38 ,2.42 ,2.49 ,2.35 ,2.35 ,2.17 ,2.17 ,2.06 ,1.96 ,1.78 ,1.53 ,1.24 ,1.24 ,0.96 ,,,,,,
GXRA_DTEX_50_129,3.06 ,3.16 ,2.92 ,2.60 ,2.24 ,1.60 ,1.56 ,1.81 ,1.60 ,1.58 ,1.42 ,1.35 ,1.21 ,1.08 ,0.85 ,0.71 ,,,,,
GXRA_DTEX_50_130,2.06 ,2.13 ,2.24 ,2.20 ,2.10 ,2.03 ,1.92 ,1.92 ,1.92 ,1.88 ,1.85 ,1.71 ,1.78 ,1.64 ,1.60 ,1.24 ,,,,,
GXRA_DTEX_50_131,2.17 ,2.31 ,2.42 ,2.17 ,2.20 ,2.03 ,2.03 ,1.88 ,1.74 ,1.71 ,1.60 ,1.60 ,1.42 ,1.42 ,1.24 ,1.10 ,1.28 ,,,,
GXRA_DTEX_50_132,2.99 ,3.63 ,3.02 ,3.13 ,2.88 ,2.99 ,2.88 ,2.99 ,2.20 ,2.38 ,1.85 ,1.81 ,0.92 ,,,,,,,,
GXRA_DTEX_50_133,2.63 ,2.92 ,2.45 ,2.84 ,2.49 ,2.88 ,2.49 ,2.70 ,2.28 ,2.45 ,1.92 ,2.10 ,1.71 ,1.74 ,1.46 ,1.46 ,1.17 ,1.17 ,0.39 ,,
GXRA_DTEX_50_134,2.84 ,2.92 ,2.95 ,3.06 ,2.74 ,2.54 ,2.49 ,2.13 ,1.88 ,1.67 ,1.64 ,1.32 ,1.17 ,0.85 ,0.71 ,0.53 ,,,,,
GXRA_DTEX_50_135,3.34 ,3.41 ,3.24 ,3.09 ,2.70 ,2.56 ,2.31 ,2.24 ,1.78 ,1.67 ,1.56 ,1.51 ,1.32 ,1.14 ,1.03 ,,,,,,
